filing_id,politician,member_status,state_district,source_pdf,source_year,needs_review,original_pdf_url,review_level,review_reason,pages_with_words,pages_with_geometry,table_pages,recovered_pages,suspected_missed_pages,geometry_error
8218569,,,,8218569.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218569.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218579,,,,8218579.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218579.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218580,,,,8218580.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218580.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218587,,,,8218587.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218587.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218597,,,,8218597.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218597.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218598,,,,8218598.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218598.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218599,,,,8218599.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218599.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218604,,,,8218604.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218604.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218615,,,,8218615.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218615.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218620,,,,8218620.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218620.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218621,,,,8218621.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218621.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218624,,,,8218624.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218624.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218628,,,,8218628.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218628.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218631,,,,8218631.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218631.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218637,,,,8218637.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218637.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218640,,,,8218640.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218640.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218641,,,,8218641.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218641.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218642,,,,8218642.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218642.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218645,,,,8218645.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218645.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218652,,,,8218652.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218652.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218659,,,,8218659.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218659.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218661,,,,8218661.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218661.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218662,,,,8218662.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218662.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218698,,,,8218698.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218698.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218730,,,,8218730.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218730.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218753,,,,8218753.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218757,,,,8218757.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218777,,,,8218777.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218777.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218855,,,,8218855.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218855.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218856,,,,8218856.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218856.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218894,,,,8218894.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218894.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218930,,,,8218930.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218930.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218933,,,,8218933.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218933.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218936,,,,8218936.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218936.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218937,,,,8218937.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218937.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218938,,,,8218938.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218938.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8218940,,,,8218940.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218940.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219010,,,,8219010.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219010.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219025,,,,8219025.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219043,,,,8219043.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219043.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219044,,,,8219044.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219044.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219054,,,,8219054.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219054.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219056,,,,8219056.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219056.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219057,,,,8219057.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219057.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219067,,,,8219067.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219067.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219068,,,,8219068.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219068.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219082,,,,8219082.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219082.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219090,,,,8219090.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219090.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219092,,,,8219092.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219092.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219130,,,,8219130.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219131,,,,8219131.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219131.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219135,,,,8219135.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219135.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219155,,,,8219155.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219155.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219156,,,,8219156.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219156.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219165,,,,8219165.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219165.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219166,,,,8219166.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219166.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219185,,,,8219185.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219185.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219196,,,,8219196.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219196.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219202,,,,8219202.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219202.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219205,,,,8219205.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219205.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219207,,,,8219207.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219207.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219209,,,,8219209.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219209.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219218,,,,8219218.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219218.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219219,,,,8219219.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219219.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219222,,,,8219222.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219222.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219228,,,,8219228.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219228.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219232,,,,8219232.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219232.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219241,,,,8219241.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219241.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219242,,,,8219242.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219242.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219244,,,,8219244.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219244.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219250,,,,8219250.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219250.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219256,,,,8219256.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219256.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219258,,,,8219258.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219258.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219259,,,,8219259.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219259.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219265,,,,8219265.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219265.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219266,,,,8219266.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219266.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219269,,,,8219269.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219269.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219272,,,,8219272.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219272.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219273,,,,8219273.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219273.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219275,,,,8219275.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219275.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219276,,,,8219276.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219276.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219277,,,,8219277.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219277.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219281,,,,8219281.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219281.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219286,,,,8219286.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219286.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219288,,,,8219288.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219288.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219289,,,,8219289.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219289.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219290,,,,8219290.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219290.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219291,,,,8219291.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219291.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219292,,,,8219292.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219292.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219294,,,,8219294.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219294.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219297,,,,8219297.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219297.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219298,,,,8219298.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219298.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219309,,,,8219309.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219309.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219315,,,,8219315.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219315.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219317,,,,8219317.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219317.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219318,,,,8219318.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219318.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219320,,,,8219320.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219320.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219321,,,,8219321.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219321.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219328,,,,8219328.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219328.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219336,,,,8219336.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219336.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219340,,,,8219340.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219340.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219343,,,,8219343.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219343.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219354,,,,8219354.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219354.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219454,,,,8219454.pdf,2022,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219454.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219339,,,,8219339.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219339.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219352,,,,8219352.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219352.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219353,,,,8219353.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219353.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219356,,,,8219356.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219356.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219359,,,,8219359.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219359.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219362,,,,8219362.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219362.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219383,,,,8219383.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219383.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219384,,,,8219384.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219384.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219412,,,,8219412.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219412.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219414,,,,8219414.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219414.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219415,,,,8219415.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219415.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219417,,,,8219417.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219417.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219420,,,,8219420.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219420.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219422,,,,8219422.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219422.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219425,,,,8219425.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219425.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219430,,,,8219430.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219430.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219432,,,,8219432.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219432.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219436,,,,8219436.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219436.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219442,,,,8219442.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219442.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219444,,,,8219444.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219444.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219447,,,,8219447.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219447.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219455,,,,8219455.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219455.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219469,,,,8219469.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219469.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219470,,,,8219470.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219470.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219483,,,,8219483.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219483.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219485,,,,8219485.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219485.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219521,,,,8219521.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219521.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219522,,,,8219522.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219522.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
8219524,,,,8219524.pdf,2023,True,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219524.pdf,high,scanned/image PDF or no embedded text; needs OCR/MinerU/AI fallback,0,0,0,,,
